type,slope,resonance,input_amplitude,rms,early_rms,output_peak,fundamental_amplitude,finite,stage1_limit_hits,stage2_limit_hits,stage1_max_prelimit,stage2_max_prelimit
LPF,12,13,1.000,0.00249045771874,0.0024904741147,0.918904721737,0.00352142540359,1,0,0,0.758532453483,0.654572682813
LPF,12,14,1.000,0.00253684267765,0.00253685488794,0.918912947178,0.00358702031901,1,0,0,0.772307868219,0.666263662825
LPF,12,15,1.000,0.00258326672815,0.00258327482777,0.918920993805,0.003652670371,1,0,0,0.785975218754,0.677848705365
LPF,12,16,1.000,0.0026298132411,0.00262981729425,0.918928861618,0.00371849346448,1,0,0,0.799558730698,0.689348788308
LPF,12,17,1.000,0.00267655596559,0.00267655602737,0.918936610222,0.00378459389648,1,0,0,0.813079077171,0.70078178574
LPF,12,18,1.000,0.00272356118387,0.00272355730114,0.918944180012,0.00385106540384,1,0,0,0.826554115798,0.712163110986
LPF,12,19,1.000,0.00277088935648,0.00277088156816,0.918951570988,0.00391799348974,1,0,0,0.839999442395,0.723506199753
LPF,12,20,1.000,0.00281859637624,0.00281858471455,0.918958902359,0.00398545719734,1,0,0,0.853428814075,0.734822879414
LPF,12,21,1.000,0.00286673455965,0.00286671905169,0.918966174126,0.0040535305116,1,0,0,0.866854477521,0.746123655557
LPF,12,22,1.000,0.002915353422,0.00291533409029,0.918973267078,0.00412228345573,1,0,0,0.880287427139,0.757417937378
LPF,12,23,1.000,0.00296450032968,0.00296447719071,0.918980300426,0.00419178301365,1,0,0,0.893737610567,0.768714217137
LPF,12,24,1.000,0.00301422101046,0.00301419407492,0.918987214565,0.0042620938515,1,0,0,0.907214094076,0.780020214632
LPF,12,25,1.000,0.00306455998723,0.00306452926403,0.918994128704,0.00433327893132,1,0,0,0.920725197047,0.791342994674
LPF,12,26,1.000,0.00311556096583,0.00311552645882,0.919000923634,0.00440540005925,1,0,0,0.934785996197,0.802689063508
LPF,12,27,1.000,0.00316726713335,0.00316722884272,0.919007599354,0.00447851830769,1,0,0,0.950273616343,0.814064448612
LPF,12,28,1.000,0.00321972145033,0.0032196793732,0.919014275074,0.00455269442819,1,0,0,0.965977708202,0.825474765264
LPF,12,29,1.000,0.00327296688812,0.00327292101655,0.91902089119,0.00462798918748,1,0,0,0.981909260165,0.836925272477
LPF,12,30,1.000,0.00332704665335,0.00332699697939,0.919027447701,0.00470446368466,1,0,0,0.998079153861,0.84842092032
LPF,12,31,1.000,0.00338200439798,0.00338195090859,0.919033944607,0.00478217964837,1,0,0,1.01449821064,0.859966390201
LPF,12,32,1.000,0.00343788440208,0.00343782708049,0.919040381908,0.00486119969522,1,0,0,1.03117723264,0.871634801149
LPF,12,33,1.000,0.00349473175404,0.00349467058237,0.919046759605,0.00494158758469,1,0,0,1.04812703939,0.883408657518
LPF,12,34,1.000,0.00355259252469,0.0035525274795,0.919053137302,0.00502340846532,1,0,0,1.06535850078,0.89524676835
LPF,12,35,1.000,0.00361151393148,0.00361144498749,0.919059455395,0.00510672910689,1,0,0,1.0828825671,0.907153047796
LPF,12,36,1.000,0.00367154450044,0.00367147163219,0.919065713882,0.0051916181295,1,0,0,1.10071029651,0.921967417023
LPF,12,37,1.000,0.00373273424279,0.00373265741696,0.91907197237,0.00527814625323,1,0,0,1.11885288066,0.93723543853
LPF,12,38,1.000,0.00379513479982,0.00379505398413,0.919078171253,0.00536638650311,1,0,0,1.13732166846,0.952775635461
LPF,12,39,1.000,0.00385879962326,0.00385871478021,0.919084310532,0.00545641446415,1,0,0,1.15612818869,0.968597328732
LPF,12,40,1.000,0.00392378413749,0.00392369522697,0.91909044981,0.00554830851066,1,0,0,1.17528417136,0.9847099906
LPF,12,41,1.000,0.0039901459338,0.00399005291368,0.919096529484,0.00564215008107,1,0,0,1.1948015683,1.00112326117
LPF,12,42,1.000,0.00405794492898,0.00405784775318,0.919102609158,0.00573802390209,1,0,0,1.21486201735,1.01784696431
LPF,12,43,1.000,0.00412724358624,0.00412714220406,0.919108688831,0.00583601830113,1,0,0,1.23553317124,1.03489112312
LPF,12,44,1.000,0.00419810709328,0.0041980014549,0.9191147089,0.00593622545817,1,0,0,1.25666599175,1.05226597507
LPF,12,45,1.000,0.00427060359613,0.00427049364226,0.91912072897,0.00603874173634,1,0,0,1.27827944944,1.06998198686
